"","start_station","n","start_lat","start_lng"
"387","Gilman Square T at Medford St",16680,42.3865882628101,-71.0945451422585
"388","Glendale Square (Ferry St at Broadway)",4614,42.4142121499947,-71.0448402364626
"389","Glendon St at Condor St",3237,42.3823880628333,-71.0302192455883
"390","Goodhue St at Grove St",781,42.5209567305333,-70.9105435042
"391","Gore Street at Lambert Street",51589,42.3730791098302,-71.0861935869162
"392","Gove St at Orleans St",9073,42.3707820932316,-71.0357537904942
"393","Government Center - Cambridge St at Court St",103871,42.3600801723056,-71.0600009057536
"394","Governors Ave at Lawrence Rd",762,42.4251822482667,-71.1103467685333
"395","Graham and Parks School – Linnaean St at Walker St",32348,42.3829377379616,-71.1244455449555
"396","Gramsdorf Playground",2425,42.408140970463,-71.0429039135726
"397","Grand Union Blvd at Revolution Dr",4003,42.3916443462763,-71.0802578157005
"398","Green St T",5888,42.310579,-71.107341
"399","Green Street T Stop - Green St at Amory St",43238,42.3106335687579,-71.1072997493918
"400","Grove Hall Library",99,42.308035,-71.081159
"401","Grove Hall Library - 41 Geneva Ave",6414,42.3079474823772,-71.0809573861217
"402","Grove St at Community Path",70260,42.3963859838072,-71.120048482849
"403","Grove St at Community Path (former)",510,42.3963838795032,-71.1201050877571
"404","HMS / HSPH - Ave. Louis Pasteur at Longwood Ave.",18026,42.337171,-71.102797
"405","HMS/HSPH - Avenue Louis Pasteur at Longwood Ave",104153,42.3374229808998,-71.1028351121827
"406","Haines Square",2029,42.423339923441,-71.0912416551234
"407","Hale Park",2366,42.4152777555526,-71.0528153408349
"408","Hancock St at Pleasant St",5191,42.3098960429648,-71.0602291195409
"409","Harambee Park - Westview St at Blue Hill Ave",240,42.2912682492857,-71.0886747974286
"410","Harbor St at Channel St",4694,42.345031796408,-71.036620388472
"411","Harris Park",1739,42.4107563108081,-71.0813902808221
"412","Harrison Ave at Bennet St",50966,42.3494620895204,-71.061949068116
"413","Harrison Ave at Bennet St (former)",253,42.3493102175903,-71.0621050000191
"414","Harrison Ave at E. Dedham St",43240,42.3391646764754,-71.0697685585094
"415","Harrison Ave at Mullins Way",79480,42.3452036275055,-71.0636479293648
"416","Harrison Ave at Mullins Way (former)",315,42.3451085703785,-71.0639207811982
"417","Harvard Ave at Brainerd Rd",74410,42.3495183338736,-71.1302289290073
"418","Harvard Ave at Brainerd Rd (former)",416,42.3495618854541,-71.1302706227616
"419","Harvard Kennedy School at Bennett St / Eliot St",137974,42.3719838472311,-71.1217104176225
"420","Harvard Law School at Mass Ave / Jarvis St",113344,42.3783576352863,-71.1199133964249
"421","Harvard Real Estate - Brighton Mills - 370 Western Ave",4564,42.361667,-71.13802
"422","Harvard Square at Brattle St / Eliot St",158022,42.3733300969248,-71.1210150412951
"423","Harvard Square at Mass Ave/ Dunster",371870,42.373224439457,-71.1184767489654
"424","Harvard St and Stedman St",35231,42.3444087006468,-71.1247828654013
"425","Harvard St at Greene-Rose Heritage Park",94270,42.3660139427237,-71.095201333771
"426","Harvard St at Greene-Rose Heritage Park (former)",813,42.3659940603079,-71.0951632261276
"427","Harvard Stadium: N. Harvard St at Soldiers Field Rd",51821,42.3679560660526,-71.124215436691
"428","Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St",118285,42.3779000400602,-71.1168167748168
"429","Harvard University Gund Hall at Quincy St / Kirkland S",45807,42.376369,-71.114025
"430","Harvard University Gund Hall at Quincy St / Kirkland St",72842,42.3763600897757,-71.1139556381507
"431","Harvard University Housing - 111 Western Ave. at Soldiers Field Park",12888,42.365064,-71.119233
"432","Harvard University Housing - 115 Putnam Ave at Peabody Terrace",123619,42.3665950783129,-71.1141942091627
"433","Harvard University Radcliffe Quadrangle at Shepard St / Garden St",103327,42.3803262245033,-71.1249930329233
"434","Harvard University River Houses at DeWolfe St / Cowperthwaite St",176869,42.3691252782198,-71.1169792451782
"435","Harvard University Transportation Services - 175 North Harvard St",11193,42.363796,-71.129164
"436","Hawthorne Boulevard",3740,42.5223647449286,-70.8903186915357
"437","Hayes Square - Vine St at Moulton St",19501,42.3769777946505,-71.0567117151128
"438","Hayes Square at Vine St.",4927,42.377022,-71.056605
"439","Heath St at South Huntington",1855,42.3279727020596,-71.110897064209
"440","Herter Park",4456,42.3657516917081,-71.1353713719808
"441","Hickey Park",1651,42.4249519458082,-71.0990268043242
"442","High St at Cypress St",12729,42.3245008333415,-71.1213788914792
"443","High St at Federal St",11741,42.3535073126391,-71.0566070546008
"444","Honan Library",43564,42.3602864746158,-71.1283947497637
"445","Hood Park",9740,42.3800096155965,-71.0732433728663
"446","Hormel Stadium",5742,42.4071155192233,-71.0962866390372
"447","Huntington Ave at Colburn St",2575,42.3326975562167,-71.1107935068
"448","Huntington Ave at Exeter St",1466,42.3478312753333,-71.0789399912338
"449","Huntington Ave at Mass Art",61290,42.3365882309073,-71.098827249778
"450","Huntington Ave at Mass Art (former)",321,42.3365190930439,-71.0989692435578
"451","Huntington Ave at St. Alphonsus St",3051,42.3361113207585,-71.0991714307053
"452","Huron Ave At Vassal Lane",27728,42.3816566378361,-71.1342725808003
"453","Huron Ave. At Vassal Lane",552,42.3816506129012,-71.1342698149838
"454","Hyde Park Ave at Arlington St",355,42.2629581721489,-71.1216124891962
"455","Hyde Park Ave at Walk Hill St",6310,42.2960802806466,-71.1159687917319
"456","Hyde Park Library",618,42.2568540501046,-71.1225326877791
"457","Hyde Square - Barbara St at Centre St",37481,42.321620572986,-71.1100056530302
"458","Hyde Square - Centre St at Perkins St",20279,42.321693069831,-71.1099495999119
"459","Hyde Square at Barbara St",6115,42.320998,-71.110833
"460","ID Building East",39735,42.3449017807737,-71.0287201694459
"461","ID Building West",49019,42.3448948586637,-71.0318718817117
"462","Ink Block",12087,42.345901,-71.063187
"463","Ink Block - Harrison Ave at Herald St",64827,42.3458287094403,-71.0633679480222
"464","Inman Square at Springfield St.",117146,42.3742935573376,-71.1001999986
"465","Inman Square at Vellucci Plaza / Hampshire St",52541,42.374035,-71.101427
"466","Innerbelt at East Somerville Station",979,42.3795926877151,-71.0864348018769
"467","Innovation Lab - 125 Western Ave at Batten Way",56897,42.3637781483531,-71.1245439891318
"468","Innovation Lab - 125 Western Ave. at Batten Way",6675,42.363732,-71.124565
"469","Ipswich St at Van Ness St",4447,42.3458088058208,-71.0955186478534
"470","JFK / UMASS at MBTA Station",2950,42.320494,-71.051122
"471","JFK Crossing at Harvard St. / Thorndike St.",40579,42.3465816758724,-71.1282564366933
"472","JFK/UMass T Stop",29023,42.3203481040522,-71.0512012331398
"473","JP Center - Centre Street at Myrtle Street",2096,42.313156,-71.11414
"474","Jackson Square T Stop",60959,42.3230742624644,-71.1001232981559
"475","Jackson Square T at Centre St",6715,42.3227796770678,-71.0999384564199
"476","Jamaica St at South St",9751,42.3060184434859,-71.1157053884739
"477","Jamaicaway at Perkins St",1810,42.3212672450709,-71.116493394252
"478","Jersey St. at Boylston St.",13151,42.3446808403874,-71.0978534817696
"479","John Ahern Field at Kennedy-Longfellow School",18291,42.3690556557078,-71.086450493328
"480","John F Fitzgerald - Surface Road at India Street",14448,42.358155,-71.052163
"481","Kearins Playground",2639,42.4059230546374,-71.0603728635145
"482","Kendall Street",76982,42.3633757543966,-71.082192456403
"483","Kendall T",229593,42.3623036584289,-71.0852691926778
"484","Kenmore Sq / Comm Ave",27849,42.348706,-71.097009
"485","Kenmore Square",138103,42.3486895096443,-71.0966620442624
"486","Kenmore Square - 660 Beacon St",8677,42.3492327762871,-71.0957116224368
"487","Kennedy-Longfellow School 158 Spring St",84350,42.3695015866304,-71.0858005267939
"488","Kierstead Park",1055,42.4293158820185,-71.0519148843771
"489","Knoll St at Centre St",1912,42.2937461983389,-71.1365132821603
"490","Lafayette Square at Mass Ave / Main St / Columbia St",168221,42.3634120874389,-71.1004167759419
"491","Lafayette at Leach St",2194,42.5114137360926,-70.8918306483656
"492","Lake St. at Minuteman Bikeway",3138,42.404186135413,-71.1468889504653
"493","Landmark Center - Brookline Ave at Park Dr",153465,42.3436988738007,-71.1024702258255
"494","Landmark Centre",16654,42.343912,-71.102221
"495","Langley Lot",1742,42.3305664601096,-71.1929174922671
"496","Lansdowne T Stop",55661,42.3473974986648,-71.1001915694102
"497","Lawn on D",5382,42.344792,-71.044024
"498","Lechmere Canal Park",6695,42.3698632719257,-71.0760438536773
"499","Lechmere Station at Cambridge St / First St",101121,42.370677,-71.076529
"500","Lenox St at Kendall St",10682,42.337428817717,-71.0823779954567
"501","Lesley University",61426,42.3864290947462,-71.1190961415613
"502","Lewis Mall Wharf",6866,42.3656310510651,-71.0402208015443
"503","Lewis Wharf - Atlantic Ave.",21732,42.363871,-71.050877
"504","Lewis Wharf at Atlantic Ave",146267,42.3638755568846,-71.0509276319521
"505","Lincoln St at Empire St",13337,42.3576649055311,-71.1285187702361
"506","Linear Park - Mass. Ave. at Cameron Ave.",74578,42.3977531694482,-71.1302072530946
"507","Linwood St at Minuteman Bikeway",14064,42.4093066680289,-71.1490752231551
"508","Logan Park",1705,42.4180155213399,-71.0965141910959
"509","Longwood Ave / Binney St",16155,42.338629,-71.1065
"510","Longwood Ave at Binney St",152482,42.3385303335628,-71.1066817148705
"511","Lower Cambridgeport at Magazine St / Riverside Rd",158821,42.3573139945395,-71.1138436916861
"512","Lower Cambridgeport at Magazine St/Riverside Rd",33390,42.3570201257941,-71.1137331585016
"513","MIT Carleton St at Amherst St",104705,42.3605755530435,-71.0866278760218
"514","MIT Hayward St at Amherst St",92812,42.3610389511992,-71.0854804677311
"515","MIT Pacific St at Purrington St",299646,42.3596674755339,-71.1012531134744
"516","MIT Stata Center at Vassar St / Main St",304737,42.3622304980822,-71.0911148860278
"517","MIT Vassar St",291746,42.3555752516848,-71.1038714771469
"518","MIT at Mass Ave / Amherst St",586977,42.3583912445331,-71.0932175833936
"519","MLK Blvd at Washington St",18196,42.3214571151396,-71.0912816702293
"520","MTL-ECO4-01",1,0,0
"521","MTL-ECO5.1-01",1,0,0
"522","Magoun Square at Trum Field",32426,42.3978015591294,-71.1060402784144
"523","Main St at Austin St",56259,42.3756471670965,-71.0647186133118
"524","Main St at Baldwin St",25999,42.3808332870924,-71.0706616593961
"525","Main St at Beacon St",294,42.4097957573753,-71.0634352642046
"526","Main St at Brooks Park",4211,42.4116645983355,-71.1104138878904
"527","Main St at Devens St",4407,42.3740648714044,-71.0633932456538
"528","Main St at Salem St",4072,42.3771223402587,-71.0664703888014
"529","Main St at Thompson Sq",32432,42.3748693339441,-71.0639006926907
"530","Main St at Thompson Sq (former)",283,42.374917,-71.063829
"531","Main Street at Carter Street",670,42.405477715109,-71.0607049669969
"532","Main Street/Albany Street/Technology Square",48892,42.3629258404705,-71.0915217971784
"533","Malden Center T Station",7407,42.4261517374439,-71.0731433711512
"534","Malden High School",4343,42.4264766205494,-71.0639353763994
"535","Maplewood Square",569,42.4335865838462,-71.0463035791282
"536","Marion St at Harvard St",58006,42.3401273603287,-71.1207240752275
"537","Marion St at White St",7921,42.3807224104996,-71.0391053698178
"538","Market St at Faneuil St",171,42.3548017906994,-71.1502504348755
"539","Market St at Mapleton St",1203,42.3523019998843,-71.1515102105289
"540","Martha Eliot Health Center",11146,42.3242575402619,-71.1019171966606
"541","Mass Ave T Station",68726,42.3413711663407,-71.0834358499509
"542","Mass Ave T Stop",2881,42.3413577695412,-71.0834110888653
"543","Mass Ave at Albany St",158954,42.3611906210265,-71.09651466375
"544","Mass Ave at Alewife Greenway",2337,42.4013400625662,-71.1365250327534
"545","Mass Ave at Broadway",2449,42.4142021320019,-71.1505188338924
"546","Mass Ave at Grafton St",6077,42.4073475913804,-71.1437707234873
"547","Mass Ave at Hadley/Walden",36694,42.3911256485529,-71.1224693417587
"548","Mass Ave at Hadley/Walden (former)",251,42.3913854886382,-71.1228811740875
"549","Mass Ave at Newmarket Square",2098,42.326599,-71.066498
"550","Mass Ave/Lafayette Square",76656,42.3634967329164,-71.1003578851676
"551","Massachusetts Ave at Boylston St.",57288,42.3474661006383,-71.0879820656608
"552","Massachusetts Ave at Columbus Ave",62458,42.3408430453823,-71.0814483433777
"553","Mattapan Library",1589,42.2775876334685,-71.0933095318741
"554","Mattapan Library (former)",24,42.2773889,-71.09325
"555","Mattapan T Stop",3521,42.2679575559244,-71.0936320485644
"556","Mattapan T Stop (former)",38,42.267902,-71.093641
"557","Maverick Sq - Lewis Mall",154,42.3688385713652,-71.0397666694917
"558","Maverick Square - Lewis Mall",27624,42.3687915142615,-71.0398203000976
"559","Maverick St at Massport Path",9244,42.3677862427909,-71.0333642685366
"560","Mayor Martin J Walsh - 28 State St",28528,42.35892,-71.057629
"561","Mayor Salvo Path at Mill St",4647,42.517973464783,-70.8956810815962
"562","Meaney Playground - Pleasant St at E Cottage St",8060,42.3188436210561,-71.05879778936
"563","Medford Sq - Riverside Ave at River St",3986,42.4176025720252,-71.1079588322316
"564","Medford St at Charlestown BCYF",26887,42.3805368362852,-71.0608008798532
"565","Medford St at Charlestown BCYF (former)",201,42.380584,-71.060875
"566","Medford St at McNulty Ct",1685,42.379162447918,-71.0577754070574
"567","Medford St at Warren St",746,42.4164955129107,-71.1480670717561
"568","Medford St. at Warren St.",1,42.4164905746328,-71.1481342905362
"569","Melnea Cass Blvd at Hampden St",2857,42.3310177193493,-71.0754224593606
"570","Middlesex Ave at Foley St",147,42.3928646205556,-71.0832264738333
"571","Mill St. at Minuteman Bikeway",2951,42.4186265999806,-71.1575506756691
"572","Milton Ave at Edson St",45,42.2848520979827,-71.0773055221699
"573","Mobile Temporary Station",40,42.3517100347885,-71.0772491611169
"574","Mobile Temporary Station 2",3,0,0
"575","Moore Youth Center",22057,42.3635175271851,-71.1117008524498
"576","Morgan Ave at North First St",30264,42.3722457017526,-71.0762226885656
"577","Morton St T",1189,42.280684931672,-71.086074723643
"578","Morton St T (former)",20,42.2807538296145,-71.0862183115023
"579","Morton St at Gallivan Blvd",1271,42.278743486784,-71.0803173323642
"580","Mt Auburn",40447,42.3748620716195,-71.1333267868047
"581","Mt Pleasant Ave / Dudley Town Common",1137,42.325333,-71.075354
"582","Mt. Hope St at Hyde Park Ave",2121,42.2847544387308,-71.1186073247473
"583","Mugar Way at Beacon St",133114,42.3556179951363,-71.0729484869707
"584","Murphy Skating Rink - 1880 Day Blvd",48698,42.3364984185437,-71.0237240286375
"585","Museum of Science",41468,42.3677975937786,-71.0712361055335
"586","Mystic Ave at Crescent St",208,42.4107924326842,-71.1062749667895
"587","Mystic Valley Parkway at River Station",504,42.415049144,-71.1389690105833
"588","N. Beacon St at N. Beacon Ct",297,42.3644415713911,-71.1809137364617
"589","N. Harvard St at Harvard Way",5037,42.3668244435368,-71.1251317485882
"590","NCAAA - Walnut Ave at Crawford St",10891,42.3168806781081,-71.0919008557579
"591","Nashua Street at Red Auerbach Way",196550,42.3656820606186,-71.0643762957259
"592","Nashua Street at Red Auerbach Way [Extension]",7383,42.3658414836928,-71.064179055744
"593","New Balance - 20 Guest St",27811,42.357331110895,-71.1467258128091
"594","New Balance - 20 Guest St.",2545,42.357402,-71.147782
"595","New Balance Store - Boylston at Dartmouth",11758,42.350413,-71.07655
"596","New Edgerly Plaza - Westland Ave at Edgerly Rd",3035,42.3436874255478,-71.0874478143478
"597","Newbury St / Hereford St",19668,42.3487194413363,-71.085915955864
"598","Newbury St at Hereford St",167647,42.3488031763969,-71.0858719808119
"599","Newmarket Square T Stop - Massachusetts Ave at Newmarket Square",33812,42.3266124357544,-71.0665152151846
"600","Newton Highlands T",2321,42.3221333221862,-71.206217971064
"601","Newton Library",929,42.3362137155798,-71.2077115613347
"602","Nichols Ave. at Watertown Greenway",8831,42.3676472490693,-71.1562749828562
"603","Nonantum Library",2764,42.3607495787562,-71.2014326556814
"604","Norman St at Kelvin St",1067,42.4092403744065,-71.0669896275568
"605","North St at Liberty Hill Ave",409,42.5299052535765,-70.9061383591029
"606","Northampton St at Fellows St",3387,42.3336005111331,-71.0751901801687
"607","Northbourne Rd at Hyde Park Ave",2648,42.291180610362,-71.1176625354422
"608","Northeastern U / North Parking Lot",12993,42.341814,-71.090179
"609","Northeastern University - North Parking Lot",87849,42.3418201785537,-71.0902387249537
"610","Northern Ave at Haul Rd",4442,42.3471652431898,-71.0357554740511
"611","Northern Strand - West St & Wellington Ave",2049,42.4034425743019,-71.0632676463585
"612","Northern Strand at Bike Kitchen",897,42.4206350862389,-71.0721792766928
"613","Northern Strand at Main St",5036,42.4237256843788,-71.0677916138312
"614","Northern Strand at Salem Street",896,42.4419525926667,-71.0146742638333
"615","Northhampton St at Fellows St",528,42.333412204729,-71.0751849461967
"616","Nubian Square - Bolling Building",5773,42.3298934697206,-71.0837895180599
"617","O'Brien Highway at First Street",12805,42.3707933620562,-71.0765412043206
"618","Oak Square - 615 Washington St",21492,42.3505695815278,-71.1662904909556
"619","Oak Square - Washington St at Bigelow St",1113,42.3506289783796,-71.1674369696296
"620","Oak Square YMCA",165,42.3504816166975,-71.1663669349946
"621","Old Morse Park at Putnam Ave",51300,42.3577010714761,-71.108359632784
"622","One Beacon St",23885,42.3584868203971,-71.0615820497574
"623","One Brigham Circle",63333,42.3339540002524,-71.1042886739132
"624","One Brigham Circle (former)",329,42.3339197272058,-71.1044677720383
"625","One Broadway / Kendall Sq at Main St / 3rd St",127555,42.3622496675108,-71.0831905564677
"626","One Kendall Square at Hampshire St / Portland St",205888,42.3660062086061,-71.091286881502
"627","One Memorial Drive",48830,42.3617592723096,-71.0805545456737
"628","Orient Heights T Stop - Bennington St at Saratoga St",14527,42.386763270005,-71.0061068970212
"629","Orr Sq (Shirley Ave)",5753,42.407304884941,-70.9928258515885
"630","Packard Ave / Powderhouse Blvd",5351,42.40449,-71.123413
"631","Packard Ave at Powderhouse Blvd",27654,42.4043359440423,-71.1230849646451
"632","Packard's Corner - Comm. Ave. at Brighton Ave.",16190,42.352261,-71.123831
"633","Packard's Corner - Commonwealth Ave at Brighton Ave",146483,42.3522686747883,-71.1237259102861
"634","Park Dr at Buswell St",89677,42.3472547656619,-71.1053005455403
"635","Park Plaza at Charles St",1051,42.3518280689207,-71.0678113811173
"636","Park Plaza at Charles St (former)",400,42.35186,-71.067688
"637","Park Plaza at Charles St S.",59118,42.3518285403119,-71.0679929166886
"638","Park Plaza at Columbus Ave",100,42.35186,-71.067688
"639","Park St at Norwell St",1411,42.2943987846395,-71.0782925540632
"640","Park Street T Stop - Tremont St at Park St",10501,42.3566500092475,-71.0623978409096
"641","Parker St at Huntington Ave",21133,42.3383583231283,-71.0928060348594
"642","Pearl St at Medford St",923,42.3881570541953,-71.0958874225616
"643","Pearl St at Milk St",9023,42.3567093063118,-71.0554927935179
"644","Perry Park",50069,42.3792820141076,-71.1034400985179
"645","Pier 4 Blvd at Autumn Ln",33185,42.3501706537276,-71.0446068366168
"646","Piers Park",13949,42.3648458082848,-71.0349379861625
"647","Piers Park- Marginal St at East Boston Shipyard",83,42.3648904554155,-71.0350424052376
"648","Pilgrim Rd at Brookline Ave",696,42.3425810462803,-71.1049223877879
"649","Pope John High School",1524,42.4202991754221,-71.0442854616194
"650","Pope John Paul II Park - Neponset Trail at Hallet St",1887,42.279768889964,-71.046054883045
"651","Porter Square Station",141271,42.3880255525225,-71.1190607384212
"652","Porzio Park",9188,42.3641885078047,-71.028926549932
"653","Post Office Square",53459,42.356097660887,-71.0550925854069
"654","Post Office Square - Pearl St at Milk St",16296,42.356755,-71.055407
"655","Powder House Circle - Nathan Tufts Park",35335,42.4007246217763,-71.1168715194432
"656","Prudential Center - 101 Huntington Ave",91140,42.3465393654892,-71.0805624877981
"657","Prudential Center - Belvedere St",34501,42.3463797799881,-71.0811378240884
"658","Prudential Center / Belvidere",24166,42.345959,-71.082578
"659","Purchase St at Pearl St",77680,42.3547553552852,-71.0533067447788
"660","Railroad Lot and Minuteman Bikeway",12418,42.4160599965651,-71.1532046070981
"661","Raymond Park at Walden St",14272,42.3873255345739,-71.1276726118853
"662","Reservoir Rd at Beacon St",279,42.3314524650833,-71.1576939684167
"663","Revere Beach - Markey Footbridge",2213,42.4140014056429,-70.9896233187143
"664","Revere City Hall",2325,42.4074485667553,-71.0138380780319
"665","Revere Public Library",1214,42.4080534348607,-71.0089342345738
"666","Rindge Avenue - O'Neill Library",29444,42.392816258422,-71.129063221649
"667","Ring Rd",36796,42.3482783854263,-71.080448553148
"668","Ringer Park - Webley St at Armington St",1195,42.3519964031086,-71.1369950604057
"669","Riverway at Brookline Ave",22100,42.3366736584335,-71.1100615086964
"670","Rogers St & Land Blvd",39304,42.3664193355834,-71.0766273634415
"671","Roseland St At Dorchester Ave",488,42.2911685327193,-71.0630089044571
"672","Roslindale Village - South St",6846,42.2870291932901,-71.1278141611412
"673","Roslindale Village - South St (former)",51,42.287072,-71.127754
"674","Roslindale Village - Washington St",4901,42.2861811131924,-71.1283985399401
"675","Roslindale Village - Washington St (former)",32,42.2861532,-71.1283744
"676","Ross Playground",975,42.2646228564162,-71.1146188597746
"677","Rowes Wharf - Atlantic Ave",23223,42.357143,-71.050699
"678","Rowes Wharf at Atlantic Ave",90439,42.3571567292189,-71.0508467088047
"679","Roxbury Crossing Station",9018,42.331184,-71.095171
"680","Roxbury Crossing T Stop - Columbus Ave at Tremont St",106411,42.331269730095,-71.095104610691
"681","Roxbury YMCA",268,42.317963,-71.082254
"682","Roxbury YMCA - Warren St at MLK Blvd",12938,42.3179332696885,-71.0824641021853
"683","Rugg Rd at Braintree St",312,42.3560749390435,-71.1353061000435
"684","Ruggles Station / Columbus Ave.",14121,42.335911,-71.088496
"685","Ruggles T Stop - Columbus Ave at Melnea Cass Blvd",167785,42.3363220117235,-71.0880228327434
"686","Rutherford Ave at Bunker Hill Industrial Park",677,42.3792868689375,-71.0714538699531
"687","Rutherford Ave at Main St",1832,42.3838185993611,-71.0731193467167
"688","Ryan Playground - Dorchester Ave at Harbor View St",19573,42.3177548858375,-71.0566680904968
"689","Ryan Playground - Dorchester Avenue Station",1169,42.317642,-71.056664
"690","S Huntington Ave at Heath St",30793,42.3274961545513,-71.1108460583758
"691","S Huntington at Heath St",68,42.3276052607235,-71.1108310222147
"692","Salem Ferry Landing",2165,42.5218426618008,-70.8807708482578
"693","Salem MBTA - Lower Level",971,42.5240005793,-70.8968727815
"694","Salem MBTA - Washington at Federal St",6172,42.5233061217751,-70.8960931443563
"695","Salem State University - Bike Path at Loring Ave",5285,42.5019554885567,-70.8949642668192
"696","Salem State University - North Campus",1390,42.50333171115,-70.89142207545
"697","Salem Willows Park",3573,42.5347238303332,-70.870208263458
"698","Savin Hill MBTA Station",491,42.310599,-71.053927
"699","Savin Hill T Stop - S Sydney St at Bay St",12556,42.310557543304,-71.0537966592784
"700","Seaport Blvd at Sleeper St",136244,42.353133687134,-71.0481284287038
"701","Seaport Hotel",12604,42.348833,-71.041747
"702","Seaport Hotel - Congress St at Seaport Ln",56169,42.3488417387557,-71.0423498811584
"703","Seaport Square - Seaport Blvd at Northern Ave",105547,42.3513490755977,-71.0443129395858
"704","Seaport Square - Seaport Blvd. at Boston Wharf",14123,42.351205,-71.043983
"705","Sennott Park  Broadway at Norfolk Street",7583,42.368605242482,-71.0993018560566
"706","Sennott Park Broadway at Norfolk Street",102041,42.36857372598,-71.09929924993
"707","Shawmut Ave at E Berkeley St",2567,42.3448340294612,-71.0668956131592
"708","Shawmut Ave at Herald St",4322,42.3466948210671,-71.0660171613074
"709","Shawmut Ave at Lenox St",7001,42.3359016209962,-71.0803542482122
"710","Shawmut Ave at Oak St W",36349,42.34838733204,-71.065691532869
"711","Shawmut Ave. at Herald St.",1,42.346647,-71.066049
"712","Shawmut T Stop",6731,42.2930027867505,-71.0657044892671
"713","Shetland Park - Congress at Peabody St",2617,42.5183850517449,-70.8894895542174
"714","Sidney Research Campus/ Erie Street at Waverly",26718,42.357753094652,-71.1039340496063
"715","Sidney Research Campus/Erie Street at Waverly",60218,42.3577149732425,-71.1038520656656
"716","Silber Way",102249,42.3496081222374,-71.1005076161118
"717","Smith Pl at Wilson Rd",7078,42.3922547684221,-71.1504167819045
"718","Smith St at Parker St",2453,42.3328861718131,-71.0967581070327
"719","Soldiers Field Park - 111 Western Ave",86710,42.3643374430132,-71.1182646721339
"720","Somerville City Hall",44038,42.3868598729153,-71.0981738888845
"721","Somerville City Hall Annex",12190,42.3916382795335,-71.0977872020631
"722","Somerville High School & Central Library",10761,42.3861889279895,-71.0959682891453
"723","Somerville Hospital",21304,42.390455507888,-71.1085231578661
"724","Somerville Hospital at Highland Ave / Crocker St",3729,42.39082,-71.10942
"725","South Boston Library - 646 E Broadway",81218,42.3357088771392,-71.0388064824998
"726","South Boston Library - 646 East Broadway",8323,42.335741,-71.03877
"727","South End Library - Tremont St at W Newton St",80978,42.3413383480068,-71.0767980087486
"728","South Station - 700 Atlantic Ave",241332,42.3521503050029,-71.0557723198729
"729","South Station - 700 Atlantic Ave.",61074,42.352175,-71.055547
"730","Spaulding Rehabilitation Hospital - Charlestown Navy Yard",70549,42.3783093954974,-71.0486296577908
"731","Spring St at Powell St",2318,42.2775107083521,-71.1633961791097
"732","St Alphonsus St at Horadan Way",1480,42.3350743717813,-71.0998400889167
"733","St Mary's",70342,42.3462572946752,-71.1069931001562
"734","St. Alphonsus St at Tremont St",47102,42.3332885024477,-71.1012902267369
"735","Stadium Rd at Western Ave",6180,42.3631411070982,-71.1250752384039
"736","Staniford St at Merrimac St",14617,42.3636078076702,-71.0636901068437
"737","Staniford at Merrimac",264,42.3636063748857,-71.0636713453429
"738","State Street at Channel Center",67182,42.3442438506479,-71.0526574606017
"739","Steve Miller Dr at Winthrop St (Medford High)",960,42.4280824297273,-71.1263771490909
"740","Stony Brook T Stop",44812,42.3169834616524,-71.104237457619
"741","Stuart St at Berkeley St",64064,42.3495629061068,-71.0725045273054
"742","Stuart St at Charles St",76395,42.3509330642758,-71.0663243697355
"743","Stuart St at Church St",5441,42.3505015404044,-71.0682229959933
"744","Stuart St. at Charles St.",15216,42.351146,-71.066289
"745","Sullivan Square",21307,42.3842831606691,-71.0751288646321
"746","Summer St at Cutter St",1565,42.394002,-71.120406
"747","Summer St at Quincy St",543,42.3836133100163,-71.0998665591685
"748","Sumner St at Shirley Ave",2198,42.4083562018696,-70.9980679112385
"749","Surface Rd at India St",85251,42.3581758645339,-71.0522370618094
"750","Surface Rd at State Street",7998,42.3597085805048,-71.052612478579
"751","Surface Rd at Summer St",63960,42.3528378429438,-71.0568158906346
"752","Swan Pl. at Minuteman Bikeway",1,42.414705,-71.152377
"753","Swan Place at Minuteman Bikeway",4651,42.4146696148413,-71.1523353516455
"754","Swan St. Park",3636,42.4124910382448,-71.0584074091884
"755","Sydney St at Carson St",13740,42.320113502272,-71.0534245627322
"756","TD Garden - Causeway at Portal Park #1",24769,42.365942,-71.060515
"757","TD Garden - Causeway at Portal Park #2",20917,42.366222,-71.059914
"758","TD Garden - West End Park",17590,42.3659061669535,-71.0645017464414
"759","Talbot Ave At Blue Hill Ave",3608,42.2945514738225,-71.0870161448293
"760","Talbot Ave At Blue Hill Ave (former)",12,42.2945833,-71.087111
"761","Talbot Ave T Station",1006,42.2921953986761,-71.0779770338287
"762","Tappan St at Brookline Hills MBTA",15074,42.33147047961,-71.127155039192
"763","Teele Square",23025,42.4008949178939,-71.1258995829152
"764","Teele Square at 239 Holland St",9064,42.402763,-71.126908
"765","Test 000e3",23,0,0
"766","The Dimock Center",6954,42.3193501281023,-71.0964055085067
"767","The Eddy - New St at Sumner St",11090,42.370806966779,-71.0442825884457
"768","The Eddy at New Street",32,42.370784546005,-71.0442616045475
"769","The Esplanade - Beacon St. at Arlington St.",27210,42.355596,-71.07278
"770","The Lawn on D",56972,42.3447741424214,-71.0441645481916
